tconst,titleType,primaryTitle,originalTitle,startYear,genres,averageRating,numVotes
tt0000594,short,The Flight from the Seraglio,Flugten fra seraillet,1907,"Drama,Short",5.6,14.0
tt0000595,short,From the Rococo Times,Rosen,1908,"Drama,Short",5.3,12.0
tt0000596,short,Fyrtøjet,Fyrtøjet,1907,Short,5.1,19.0
tt0000597,short,The Magic Mirror,Les glaces merveilleuses,1907,Short,4.9,70.0
tt0000598,short,"Hamlet, Prince of Denmark",Hamlet,1907,"Drama,Short",5.1,36.0
tt0000599,short,Polar Bear Hunt,Isbjørnejagten,1907,"Documentary,Drama,Short",3.8,14.0
tt0000601,short,Lohengrin,Lohengrin,1910,"Drama,Music,Musical",5.8,12.0
tt0000602,short,Lion Hunting,Løvejagten,1907,"Adventure,Drama,Short",4.5,229.0
tt0000603,short,The Magic Fountain Pen,The Magic Fountain Pen,1909,"Animation,Short",,
tt0000604,short,A Misalliance,Mesalliancen,1907,"Drama,Short",,
tt0000605,short,Mordet paa Fyn,Mordet paa Fyn,1907,"Crime,Drama,Short",,
tt0000606,short,Mr. Gay and Mrs.,Mr. Gay and Mrs.,1907,"Comedy,Short",,
tt0000607,short,La muerte del tirano,La muerte del tirano,1907,Short,,
tt0000608,short,En ny hat til Madammen,En ny hat til Madammen,1906,"Comedy,Short",6.0,16.0
tt0000609,short,Othello,Otello,1906,"Drama,Music,Romance",3.6,19.0
tt0000610,short,Othello,Othello,1907,"Drama,Romance,Short",4.5,20.0
tt0000611,short,In the Sultan's Power,In the Sultan's Power,1909,"Adventure,Short",,
tt0000612,short,Procesión marítima en Santa Cristina,Procesión marítima en Santa Cristina,1907,"Documentary,Short",,
tt0000613,short,O Rapto de Uma Actriz,O Rapto de Uma Actriz,1907,"Drama,Short",4.3,13.0
tt0000614,short,The Red Spectre,Le spectre rouge,1907,"Fantasy,Horror,Short",6.5,1103.0
tt0000615,movie,Robbery Under Arms,Robbery Under Arms,1907,Drama,4.3,24.0
tt0000616,short,Romería a San Medín,Romería a San Medín,1907,"Documentary,Short",,
tt0000617,short,The Robber's Sweetheart,Røverens brud,1907,"Drama,Short",4.7,36.0
tt0000618,short,Salaviinanpolttajat,Salaviinanpolttajat,1907,"Comedy,Short",8.5,15.0
tt0000619,short,Stalking and Shooting Caribou in Newfoundland,Stalking and Shooting Caribou in Newfoundland,1907,"Documentary,Short",,
tt0000620,short,The Will,Testamentet,1908,"Drama,Short",,
tt0000621,short,That Fatal Sneeze,That Fatal Sneeze,1907,"Comedy,Fantasy,Short",6.5,589.0
tt0000622,short,Tierra baja,Tierra baja,1907,Short,,
tt0000623,short,The Magic Bag,Tryllesækken,1907,"Comedy,Short",,
tt0000624,short,The Ugly Duckling,The Ugly Duckling,1907,Short,,
tt0000625,short,Villafranca: Fiestas del Drac y bailes típicos,Villafranca: Fiestas del Drac y bailes típicos,1907,"Documentary,Short",,
tt0000626,short,Yale Laundry,Yale Laundry,1907,"Comedy,Short",,
tt0000627,short,'Ostler Joe,'Ostler Joe,1908,"Drama,Short",5.7,62.0
tt0000628,short,The Adventures of Dollie,Adventures of Dollie,1908,"Action,Short",5.7,859.0
tt0000629,short,After Many Years,After Many Years,1908,"Drama,Short",5.6,86.0
tt0000630,movie,Hamlet,Amleto,1908,Drama,2.8,26.0
tt0000631,short,Hamlet,Amleto,1908,"Drama,Short",,
tt0000632,short,Amor que mata,Amor que mata,1908,Short,5.1,53.0
tt0000633,short,The Anarchist's Sweetheart,The Anarchist's Sweetheart,1908,"Drama,Short",,
tt0000634,short,Antony and Cleopatra,Antony and Cleopatra,1908,"Drama,History,Romance",3.5,26.0
tt0000636,short,As You Like It,As You Like It,1908,Short,,
tt0000637,short,The Assassination of the Duke de Guise,L'assassinat du duc de Guise,1908,"Drama,History,Short",5.5,724.0
tt0000638,short,At the Crossroads of Life,At the Crossroads of Life,1908,"Drama,Short",4.9,85.0
tt0000639,short,At the French Ball,At the French Ball,1908,"Comedy,Short",5.1,95.0
tt0000640,short,An Awful Moment,An Awful Moment,1908,"Drama,Short",4.4,139.0
tt0000641,short,Balked at the Altar,Balked at the Altar,1908,"Comedy,Short",4.7,167.0
tt0000642,short,The Bandit's Waterloo,The Bandit's Waterloo,1908,"Action,Short",5.2,67.0
tt0000643,short,Barbara Fritchie: The Story of a Patriotic American Woman,Barbara Fritchie: The Story of a Patriotic American Woman,1908,"Drama,History,Short",,
tt0000644,short,Behind the Scenes,Behind the Scenes,1908,"Drama,Short",5.1,63.0
tt0000645,short,Betrayed by a Handprint,Betrayed by a Handprint,1908,"Crime,Short",5.1,173.0
tt0000646,short,Biblical Scenes,Biblical Scenes,1908,Short,,
tt0000647,short,Bjørnejagten,Bjørnejagten,1910,"Comedy,Short",,
tt0000648,short,The Black Viper,The Black Viper,1908,"Drama,Short",4.5,161.0
tt0000649,short,Bobby's Kodak,Bobby's Kodak,1908,"Comedy,Short",,
tt0000650,short,The Boston Tea Party,The Boston Tea Party,1908,"Drama,History,Short",7.6,21.0
tt0000651,short,"The Boy Detective, or the Abductors Foiled","The Boy Detective, or The Abductors Foiled",1908,"Comedy,Drama,Short",4.8,64.0
tt0000653,short,A Calamitous Elopement,A Calamitous Elopement,1908,"Comedy,Short",4.5,212.0
tt0000654,short,The Call of the Wild,The Call of the Wild,1908,"Action,Short",5.0,110.0
tt0000655,short,Los calzoncillos de Tony,Los calzoncillos de Tony,1908,Short,,
tt0000656,short,Il cane riconoscente,Il cane riconoscente,1907,Short,,
tt0000657,short,Carreras de caballos de 1908,Carreras de caballos de 1908,1908,"Documentary,Short",,
tt0000658,short,The Puppet's Nightmare,Le cauchemar de Fantoche,1908,"Animation,Short",6.5,245.0
tt0000659,short,Caught by Wireless,Caught by Wireless,1908,"Drama,Short",4.8,80.0
tt0000660,short,The Christmas Burglars,The Christmas Burglars,1908,"Comedy,Short",5.4,63.0
tt0000661,short,Humanity Through the Ages,La civilisation à travers les âges,1908,Short,7.2,19.0
tt0000662,short,Classmates,Classmates,1908,"Drama,Romance,Short",4.3,65.0
tt0000663,short,The Clubman and the Tramp,The Clubman and the Tramp,1908,"Comedy,Short",5.1,62.0
tt0000664,short,Los competidores,Los competidores,1908,Short,,
tt0000665,short,Concealing a Burglar,Concealing a Burglar,1908,"Drama,Short",5.3,64.0
tt0000666,short,Corrida de toros con Antonio Fuentes,Corrida de toros con Antonio Fuentes,1908,"Documentary,Short,Sport",5.4,32.0
tt0000667,short,Corrida de toros con Ricardo Torres 'Bombita',Corrida de toros con Ricardo Torres 'Bombita',1908,"Documentary,Short,Sport",,
tt0000668,short,The Count of Monte Cristo,The Count of Monte Cristo,1908,"Action,Drama,Short",6.7,53.0
tt0000669,short,Cupid's Pranks,Cupid's Pranks,1908,"Comedy,Fantasy,Short",4.8,158.0
tt0000670,short,El curioso impertinente,El curioso impertinente,1908,Short,,
tt0000671,short,Desdemona,Desdemona,1908,"Drama,Short",5.7,15.0
tt0000672,short,The Devil,The Devil,1908,"Drama,Short",5.9,45.0
tt0000673,short,La Dolores,La Dolores,1908,Short,5.2,13.0
tt0000674,short,Don Juan Tenorio,Don Juan Tenorio,1908,"Drama,Short",4.6,49.0
tt0000675,movie,Don Quijote,Don Quijote,1908,Drama,4.2,20.0
tt0000676,short,Don Álvaro o la fuerza del sino,Don Álvaro o la fuerza del sino,1908,"Drama,Short",3.6,17.0
tt0000677,short,Ex-Convict No. 900,Ex-Convict No. 900,1908,"Drama,Short",,
tt0000678,short,Excursión a Montserrat,Excursión a Montserrat,1908,"Documentary,Short",,
tt0000679,movie,The Fairylogue and Radio-Plays,The Fairylogue and Radio-Plays,1908,"Adventure,Fantasy",5.2,67.0
tt0000680,short,Falsely Accused!,Falsely Accused!,1908,"Drama,Short",5.2,48.0
tt0000681,short,A Famous Escape,A Famous Escape,1908,"Drama,Short",5.3,41.0
tt0000682,short,A Fantasy,Fantasmagorie,1908,"Animation,Comedy,Family",6.9,2591.0
tt0000683,short,The Fatal Hour,The Fatal Hour,1908,"Crime,Short",5.4,83.0
tt0000684,short,Father Gets in the Game,Father Gets in the Game,1908,"Comedy,Short",5.1,122.0
tt0000685,short,The Feud and the Turkey,The Feud and the Turkey,1908,"Drama,Romance,Short",5.5,48.0
tt0000686,short,Fiestas del carnaval de 1908 en Barcelona,Fiestas del carnaval de 1908 en Barcelona,1908,"Documentary,Short",,
tt0000687,short,"A Florida Feud: or, Love in the Everglades","A Florida Feud: or, Love in the Everglades",1909,"Drama,Short",,
tt0000688,short,The Flower Girl of Paris,The Flower Girl of Paris,1908,"Drama,Short",,
tt0000689,short,For Love of Gold,For Love of Gold,1908,"Crime,Short",6.2,57.0
tt0000690,short,For a Wife's Honor,For a Wife's Honor,1908,"Drama,Short",6.1,43.0
tt0000691,short,The French Maid,The French Maid,1908,Short,,
tt0000692,short,El fusilamiento de Dorrego,El fusilamiento de Dorrego,1908,"History,Short",,
tt0000693,short,Gerona monumental,Gerona monumental,1908,"Documentary,Short",,
tt0000694,short,The Girl and the Outlaw,The Girl and the Outlaw,1908,"Action,Short,Western",4.8,51.0
tt0000695,short,The Greaser's Gauntlet,The Greaser's Gauntlet,1908,"Action,Short",5.6,53.0
tt0000696,short,El guardia burlado,El guardia burlado,1908,Short,,
tt0000697,short,The Guerrilla,The Guerrilla,1908,"Action,Short,War",4.0,30.0
tt0000698,short,The Heart of O Yama,The Heart of O Yama,1908,"Drama,Romance,Short",4.7,26.0
tt0000699,short,The Helping Hand,The Helping Hand,1908,"Drama,Short",5.5,27.0
tt0000700,short,Her First Adventure,Her First Adventure,1908,"Drama,Short",5.1,72.0
tt0000701,short,His Day of Rest,His Day of Rest,1908,"Comedy,Short",,
tt0000703,short,Hulda's Lovers,Hulda's Lovers,1908,"Comedy,Short",,
tt0000704,short,The Humpty Dumpty Circus,The Humpty Dumpty Circus,1898,"Animation,Comedy,Short",5.4,54.0
tt0000705,short,Inauguración de la exposición hispano-francesa,Inauguración de la exposición hispano-francesa,1908,"Documentary,Short",,
tt0000706,short,"Ingomar, the Barbarian","Ingomar, the Barbarian",1908,"Drama,Romance,Short",4.6,31.0
tt0000707,short,The Ingrate,The Ingrate,1908,"Action,Short",4.7,27.0
tt0000708,short,The Invisible Fluid,The Invisible Fluid,1908,"Comedy,Short",4.3,37.0
tt0000709,short,Julius Caesar,Julius Caesar,1908,"Drama,History,Short",5.4,64.0
tt0000711,short,The Kentuckian,The Kentuckian,1908,"Short,Western",,
tt0000712,short,King of the Cannibal Islands,King of the Cannibal Islands,1908,"Comedy,Short",,
tt0000713,short,The King's Messenger,The King's Messenger,1908,"Drama,Short",5.2,22.0
tt0000714,short,Leah the Forsaken,Leah the Forsaken,1908,"Drama,Short",,
tt0000715,short,The Life of an American Cowboy,The Life of an American Cowboy,1908,"Short,Western",,
tt0000716,short,Lonesome Junction,Lonesome Junction,1908,"Comedy,Short,Western",,
tt0000717,short,Macbeth,Macbeth,1908,"Drama,Short",5.3,19.0
tt0000718,short,Making Moving Pictures,Making Moving Pictures,1908,"Documentary,Short",,
tt0000719,short,"Mallorca, isla dorada","Mallorca, isla dorada",1908,"Documentary,Short",,
tt0000720,short,The Man and the Woman,The Man and the Woman,1908,"Drama,Short",6.0,18.0
tt0000721,short,The Man in the Box,The Man in the Box,1908,"Crime,Drama,Short",,
tt0000722,short,The Red Barn Mystery,Maria Marten,1908,"Drama,Short",4.7,12.0
tt0000723,short,María Rosa,María Rosa,1908,Short,,
tt0000724,short,The Merchant of Venice,The Merchant of Venice,1908,"Drama,Short",5.2,41.0
tt0000725,short,Mixed Babies,Mixed Babies,1908,"Comedy,Short",4.6,13.0
tt0000726,short,Monasterio de Poblet,Monasterio de Poblet,1908,"Documentary,Short",,
tt0000727,short,Monday Morning in a Coney Island Police Court,Monday Morning in a Coney Island Police Court,1908,"Comedy,Short",5.5,20.0
tt0000728,short,Money Mad,Money Mad,1908,"Crime,Drama,Short",5.8,123.0
tt0000729,short,Os Moços de Fretes Têm Sede,Os Moços de Fretes Têm Sede,1908,"Documentary,Short",,
tt0000730,short,Mr. Jones at the Ball,Mr. Jones at the Ball,1908,"Comedy,Short",5.8,65.0
tt0000731,short,Mrs. Jones Entertains,Mrs. Jones Entertains,1909,"Comedy,Short",4.5,24.0
tt0000732,short,The Music Master,The Music Master,1908,Short,,
tt0000733,short,"Old Isaacs, the Pawnbroker","Old Isaacs, the Pawnbroker",1908,"Drama,Short",5.9,31.0
tt0000734,short,Othello,Othello,1908,"Drama,Romance,Short",3.0,14.0
tt0000736,short,The Outlaw,The Outlaw,1908,"Short,Western",,
tt0000737,short,Over the Hill to the Poorhouse,Over the Hill to the Poorhouse,1908,"Drama,Short",4.9,32.0
tt0000738,short,The Paris Hat,The Paris Hat,1908,Short,7.8,20.0
tt0000739,short,El pastorcito de Torrente,El pastorcito de Torrente,1908,"Drama,Short",6.2,16.0
tt0000740,short,The Pirate's Gold,The Pirate's Gold,1908,"Action,Short",5.0,19.0
tt0000741,short,The Planter's Wife,The Planter's Wife,1908,"Action,Drama,Short",4.4,22.0
tt0000742,short,Poverty and Compassion,Poverty and Compassion,1908,"Drama,Short",,
tt0000743,short,The Princess in the Vase,The Princess in the Vase,1908,"Comedy,Short",6.2,15.0
tt0000744,short,Professional Jealousy,Professional Jealousy,1908,Short,,
tt0000745,short,"Raffles, an American Cracksman","Raffles, an American Cracksman",1908,"Drama,Short",,
tt0000746,short,The Reckoning,The Reckoning,1908,"Drama,Short",7.1,20.0
tt0000747,short,The Red Girl,The Red Girl,1908,"Action,Short",4.6,21.0
tt0000748,short,The Red Man and the Child,The Red Man and the Child,1908,"Action,Short,Western",5.4,27.0
tt0000749,short,Rescued from an Eagle's Nest,Rescued from an Eagle's Nest,1908,"Action,Short",5.7,806.0
tt0000750,short,Richard III,Richard III,1908,"Drama,Short",,
tt0000751,short,The Roman,The Roman,1910,"Drama,Short",,
tt0000752,short,Romance of a Jewess,Romance of a Jewess,1908,"Drama,Short",5.1,129.0
tt0000753,short,The Romance of an Egg,The Romance of an Egg,1908,"Comedy,Short",,
tt0000754,short,Romeo and Juliet,Romeo and Juliet,1908,"Drama,Romance,Short",7.3,59.0
tt0000755,short,The Dream of an Opium Fiend,Le rêve d'un fumeur d'opium,1908,Short,5.7,201.0
tt0000756,short,The Sculptor's Nightmare,The Sculptor's Nightmare,1908,"Comedy,Short",5.3,126.0
tt0000757,short,She,She,1908,"Fantasy,Sci-Fi,Short",,
tt0000758,short,Sherlock Holmes,Sherlock Holmes i Livsfare,1908,"Mystery,Short",6.1,30.0
tt0000759,short,Sherlock Holmes II: Raffles Escaped from Prison,Sherlock Holmes II,1909,"Comedy,Short",7.6,12.0
tt0000760,short,Sherlock Holmes III: The Detective's Adventure in the Gas Cellar,Sherlock Holmes III,1909,"Drama,Mystery,Short",,
tt0000761,short,"Simulacro de bomberos en la Plaza de Cataluña, de Barcelona","Simulacro de bomberos en la Plaza de Cataluña, de Barcelona",1908,"Documentary,History,Short",,
tt0000762,short,A Smoked Husband,A Smoked Husband,1908,"Comedy,Short",5.1,29.0
tt0000763,short,The Snowman,The Snowman,1908,Short,,
tt0000764,short,The Song of the Shirt,The Song of the Shirt,1908,"Drama,Short",5.6,135.0
tt0000765,short,The Stage Rustler,The Stage Rustler,1908,"Short,Western",,
tt0000766,short,The Stage-Struck Daughter,The Stage-Struck Daughter,1908,Short,,
tt0000767,short,The Stolen Jewels,The Stolen Jewels,1908,"Drama,Short",6.3,19.0
tt0000768,short,Svend Dyrings hus,Svend Dyrings hus,1908,Short,,
tt0000769,short,Knight of Black Art,Le tambourin fantastique,1908,Short,5.3,155.0
tt0000770,short,The Taming of the Shrew,The Taming of the Shrew,1908,"Comedy,Romance,Short",5.3,151.0
tt0000771,short,The Tavern Keeper's Daughter,The Tavern Keeper's Daughter,1908,"Action,Short",5.6,23.0
tt0000772,short,The Test of Friendship,The Test of Friendship,1908,"Drama,Short",5.8,20.0
tt0000773,short,Thompson's Night Out,Thompson's Night Out,1908,Short,,
tt0000774,short,To the Custody of the Father,To the Custody of the Father,1908,"Drama,Short",,
tt0000775,short,Susceptible Youth,Trop crédules,1908,"Comedy,Short",7.5,11.0
tt0000776,short,The Last Days of Pompeii,Gli ultimi giorni di Pompei,1908,"Drama,Short",5.6,118.0
tt0000777,short,An Unexpected Santa Claus,An Unexpected Santa Claus,1908,"Comedy,Short",,
tt0000778,short,The Valet's Wife,The Valet's Wife,1908,"Comedy,Short",6.0,16.0
tt0000779,short,The Vaquero's Vow,The Vaquero's Vow,1908,"Action,Romance,Short",5.0,18.0
tt0000780,short,"Hercules the Athlete; or, Love Behind the Scenes",Verdens Herkules,1908,Short,,
tt0000781,short,The Viking's Daughter: The Story of the Ancient Norsemen,The Viking's Daughter: The Story of the Ancient Norsemen,1908,"Adventure,Drama,Romance",6.3,19.0
tt0000782,short,"A Visit to the Seaside at Brighton Beach, England",A Visit to the Seaside,1910,"Documentary,Short",8.3,19.0
tt0000783,short,When Knighthood Was in Flower,When Knighthood Was in Flower,1908,Short,,
tt0000784,short,When Knights Were Bold,When Knights Were Bold,1908,Short,4.1,24.0
tt0000785,short,Where the Breakers Roar,Where the Breakers Roar,1908,"Drama,Short",5.3,63.0
tt0000786,short,Wiegenlied,Wiegenlied,1908,"Drama,Short",,
tt0000787,short,A Woman's Way,A Woman's Way,1908,"Action,Short",4.9,21.0
tt0000788,short,The Yellow Peril,The Yellow Peril,1908,"Comedy,Short",,
tt0000789,short,The Zulu's Heart,The Zulu's Heart,1908,"Action,Short",5.0,63.0
tt0000790,short,The Battle in the Clouds,The Airship Destroyer,1909,"Fantasy,Sci-Fi,Short",6.2,366.0
tt0000791,short,Amor heroico,Amor heroico,1909,Short,,
tt0000792,short,And a Little Child Shall Lead Them,And a Little Child Shall Lead Them,1909,"Drama,Short",4.5,70.0
tt0000793,short,Andreas Hofer,Andreas Hofer,1909,"Drama,Short",4.1,20.0
tt0000794,short,The Apache Girl's Revenge,Apachepigens hævn,1909,"Drama,Short",,
tt0000795,short,The Artist's Revenge,The Artist's Revenge,1909,"Drama,Short",,
tt0000796,short,As It Is in Real Life,As It Is in Real Life,1909,Short,,
tt0000797,short,At the Altar,At the Altar,1909,"Drama,Short",5.3,167.0
tt0000798,short,An Attempt to Smash a Bank,An Attempt to Smash a Bank,1909,"Drama,Short",4.1,14.0
tt0000799,short,Aventuras de Pepín,Aventuras de Pepín,1909,"Comedy,Short",,
tt0000800,short,The Awakening,The Awakening,1909,"Comedy,Drama,Short",5.2,110.0
tt0000801,short,A Baby's Shoe,A Baby's Shoe,1909,"Drama,Short",4.9,74.0
tt0000802,short,The Bailiff and the Dressmakers,The Bailiff and the Dressmakers,1909,"Comedy,Short",,
tt0000803,short,The Child Benefactor,Barnet som Velgører,1909,"Drama,Short",6.0,8.0
tt0000804,short,El barranco del lobo,El barranco del lobo,1909,"Documentary,Short",,
tt0000805,short,Baño imprevisto,Baño imprevisto,1909,"Comedy,Short",,
tt0000806,short,The Best Man Wins,The Best Man Wins,1909,"Short,Western",,
tt0000807,short,The Better Way,The Better Way,1909,"Drama,Short",4.4,62.0
tt0000808,short,Betty's Choice,Betty's Choice,1909,"Romance,Short",,
tt0000809,short,Bill Sharkey's Last Game,Bill Sharkey's Last Game,1910,"Short,Western",6.1,62.0
tt0000810,short,The Black Sheep,The Black Sheep,1909,"Drama,Short",,
tt0000811,short,The Blind Man,The Blind Man,1909,"Drama,Short",,
tt0000812,short,El blocao Velarde,El blocao Velarde,1909,"Documentary,Short,War",,
tt0000813,short,Bluebeard,Bluebeard,1909,"Drama,Short",,
tt0000814,short,La bocana de Mar Chica,La bocana de Mar Chica,1909,"Documentary,Short",,
tt0000815,short,The Brahma Diamond,The Brahma Diamond,1909,Short,4.4,66.0
tt0000816,short,The Broken Locket,The Broken Locket,1909,"Drama,Short",4.6,125.0
tt0000817,short,A Message to Napoleon,Et budskab til Napoleon paa Elba,1909,"Drama,Short",4.1,18.0
tt0000818,short,The Burglar and the Child,The Burglar and the Child,1909,"Crime,Drama,Short",,
tt0000819,short,A Burglar's Mistake,A Burglar's Mistake,1909,Short,5.1,67.0
tt0000820,short,Campaña del Riff,Campaña del Riff,1909,"Documentary,Short",,
tt0000821,short,The Cardinal's Conspiracy,The Cardinal's Conspiracy,1909,"Drama,Short",4.7,119.0
tt0000822,short,Celos gitanos,Celos gitanos,1909,Short,,
tt0000823,short,A Change of Heart,A Change of Heart,1909,"Drama,Short",4.2,54.0
tt0000824,short,A Child of the Forest,A Child of the Forest,1909,"Drama,Short",,
tt0000825,short,The Children's Friend,The Children's Friend,1909,"Drama,Short",4.1,56.0
tt0000826,short,Choosing a Husband,Choosing a Husband,1909,"Comedy,Short",3.9,55.0
tt0000827,short,"Comata, the Sioux","Comata, the Sioux",1909,"Short,Western",5.1,92.0
tt0000828,short,Confidence,Confidence,1909,"Drama,Short",5.2,111.0
tt0000829,short,A Convict's Sacrifice,A Convict's Sacrifice,1909,"Drama,Short",4.1,59.0
tt0000830,short,Corazón de madre,Corazón de madre,1909,"Drama,Short",,
tt0000831,short,The Cord of Life,The Cord of Life,1909,"Crime,Drama,Short",5.2,133.0
tt0000832,short,A Corner in Wheat,A Corner in Wheat,1909,"Crime,Drama,Short",6.6,2537.0
tt0000833,short,The Country Doctor,The Country Doctor,1909,"Drama,Short",6.4,697.0
tt0000834,short,A Coward's Courage,A Coward's Courage,1909,"Drama,Short",,
tt0000835,short,The Cricket on the Hearth,The Cricket on the Hearth,1909,Short,4.9,151.0
tt0000836,short,Os Crimes de Diogo Alves,Os Crimes de Diogo Alves,1909,Short,4.8,51.0
tt0000837,short,The Criminal Hypnotist,The Criminal Hypnotist,1909,"Crime,Short",5.1,43.0
tt0000838,movie,A Cultura do Cacau,A Cultura do Cacau,1909,\N,,
tt0000839,short,The Curse of Money,The Curse of Money,1909,"Drama,Short",,
tt0000840,short,The Curtain Pole,The Curtain Pole,1909,"Comedy,Short",5.6,335.0
tt0000841,short,The Day After,The Day After,1909,"Comedy,Short",5.2,75.0
tt0000842,movie,De Garraf a Barcelona,De Garraf a Barcelona,1909,\N,,
tt0000843,short,The Death Disc: A Story of the Cromwellian Period,The Death Disc: A Story of the Cromwellian Period,1909,"Drama,Short",5.2,41.0
tt0000844,short,The Death of Ivan the Terrible,Smert Ioanna Groznogo,1909,"Drama,History,Short",6.6,20.0
tt0000845,short,The Deception,The Deception,1909,"Drama,Short",4.5,43.0
tt0000846,movie,Un día en Xochimilco,Un día en Xochimilco,1909,\N,,
tt0000847,short,Don Juan heiratet,Don Juan heiratet,1909,Short,5.6,16.0
tt0000848,short,The Painting of a Miraculous Spider,La toile d'araignée merveilleuse,1908,Short,5.6,24.0
tt0000849,short,Dos guapos frente a frente,Dos guapos frente a frente,1909,"Comedy,Short",,
tt0000850,movie,Los dos hermanos,Los dos hermanos,1909,\N,,
tt0000851,short,The Drive for a Life,The Drive for a Life,1909,"Drama,Short",4.9,46.0
tt0000852,short,A Drunkard's Reformation,A Drunkard's Reformation,1909,"Drama,Short",5.6,244.0
tt0000853,short,The Eavesdropper,The Eavesdropper,1909,"Drama,Short",5.2,41.0
tt0000854,short,Edgar Allan Poe,Edgar Allan Poe,1909,"Biography,Drama,Short",5.9,515.0
tt0000855,short,Eloping with Auntie,Eloping with Auntie,1909,Short,5.2,51.0
tt0000856,short,Entrevista de los Presidentes Díaz-Taft,Entrevista de los Presidentes Díaz-Taft,1909,"Documentary,Short",,
tt0000857,short,Eradicating Aunty,Eradicating Aunty,1909,"Comedy,Short",4.6,38.0
tt0000858,short,The Expiation,The Expiation,1909,"Drama,Short",4.6,38.0
tt0000859,movie,Fabricación del corcho en Sant Feliu de Guixols,Fabricación del corcho en Sant Feliu de Guixols,1909,\N,,
tt0000860,short,The Faded Lilies,The Faded Lilies,1909,"Drama,Short",4.6,75.0
tt0000861,short,A Fair Exchange,A Fair Exchange,1909,"Drama,Short",4.9,60.0
tt0000862,movie,Faldgruben,Faldgruben,1909,\N,4.4,17.0
tt0000863,short,Farmer Giles' Visit to London,Farmer Giles' Visit to London,1909,"Comedy,Short",,
tt0000864,short,The Fascinating Mrs. Francis,The Fascinating Mrs. Francis,1909,"Comedy,Short",5.6,60.0
tt0000865,short,A Father's Mistake,A Father's Mistake,1909,"Crime,Drama,Short",,
tt0000866,short,Fellow Clerks,Fellow Clerks,1909,"Crime,Drama,Short",5.7,9.0
tt0000867,movie,Fiesta de toros,Fiesta de toros,1909,\N,,
tt0000868,movie,Fiestas de Santa Lucía - Belenes,Fiestas de Santa Lucía - Belenes,1909,\N,,
tt0000869,movie,Fiestas en La Garriga,Fiestas en La Garriga,1909,\N,,
tt0000870,short,A Fool's Revenge,A Fool's Revenge,1909,"Drama,Short",5.2,59.0
tt0000871,short,Fools of Fate,Fools of Fate,1909,"Drama,Short",5.7,114.0
tt0000872,short,The Foundling,The Foundling,1909,"Drama,Short",,
tt0000873,short,Bakchisarayskiy fontan,Bakchisarayskiy fontan,1909,"Drama,Short",5.8,11.0
tt0000874,short,The French Duel,The French Duel,1909,"Comedy,Short",4.7,52.0
tt0000875,short,The Friend of the Family,The Friend of the Family,1909,"Drama,Short",4.3,38.0
tt0000876,short,Fuss and Feathers,Fuss and Feathers,1909,"Comedy,Short",,
tt0000877,short,Getting Even,Getting Even,1909,"Comedy,Short",4.7,102.0
tt0000878,short,The Gibson Goddess,The Gibson Goddess,1909,"Comedy,Short",5.0,173.0
tt0000879,movie,Gira política de Madero y Pino Suárez,Gira política de Madero y Pino Suárez,1909,\N,,
tt0000880,short,The Girls and Daddy,The Girls and Daddy,1909,"Drama,Short",5.8,82.0
tt0000881,short,Le glas du père Césaire,Le glas du père Césaire,1909,Short,,
tt0000882,short,The Golden Louis,The Golden Louis,1909,"Drama,Short",5.8,208.0
tt0000883,short,The Grey Lady,Den graa dame,1909,"Mystery,Short",,
tt0000884,short,The Red Domino,Grevinde X,1909,"Drama,Short",3.5,12.0
tt0000885,short,Guzmán el Bueno,Guzmán el Bueno,1909,Short,,
tt0000886,movie,"Hamlet, Prince of Denmark",Hamlet,1910,Drama,4.7,39.0
tt0000887,short,Hansel and Gretel,Hansel and Gretel,1909,"Drama,Short",4.9,49.0
tt0000888,short,The Heart of a Clown,The Heart of a Clown,1909,"Drama,Short",,
tt0000889,short,The Heart of a Cowboy,The Heart of a Cowboy,1909,"Short,Western",,
tt0000890,short,The Heart of an Outlaw,The Heart of an Outlaw,1909,"Short,Western",6.9,33.0
tt0000891,short,Cycle Rider and the Witch,Heksen og cyklisten,1909,"Comedy,Fantasy,Short",5.5,53.0
tt0000892,short,Her First Biscuits,Her First Biscuits,1909,"Comedy,Short",5.4,73.0
tt0000893,short,Her Indian Hero,Her Indian Hero,1912,"Short,Western",6.3,40.0
tt0000894,short,The Farmer's Grandson,Herremandens Barnebarn,1909,"Drama,Short",,
tt0000895,short,The Hessian Renegades,The Hessian Renegades,1909,"Drama,Short,War",5.6,203.0
tt0000896,short,The Hindoo Dagger,The Hindoo Dagger,1909,"Drama,Mystery,Short",3.2,24.0
tt0000897,short,His Duty,His Duty,1909,"Drama,Short",5.4,61.0
tt0000898,short,His Lost Love,His Lost Love,1909,"Drama,Short",5.2,27.0
tt0000899,short,His Reformation,His Reformation,1909,"Short,Western",,
tt0000900,short,His Ward's Love,His Ward's Love,1909,Short,3.6,24.0
tt0000901,short,His Wife's Mother,His Wife's Mother,1909,"Comedy,Short",4.5,25.0
tt0000902,short,His Wife's Visitor,His Wife's Visitor,1909,"Comedy,Short",4.5,17.0
tt0000903,short,The Honor of Thieves,The Honor of Thieves,1909,"Crime,Short",5.4,22.0
tt0000904,short,The House of Cards,The House of Cards,1909,"Drama,Short,Western",5.2,115.0
